"price","square_feet","bedrooms","bathrooms","cityname","state"
1220,828,1,1,500,21
1070,828,1,1,192,11
635,828,2,2,144,13
625,828,2,1,901,11
2870,829,1,1,700,49
1729,829,1,1,61,11
1695,829,2,1,370,6
1380,829,1,1,556,45
1281,829,1,1,1568,47
1970,830,1,1,1485,32
1876,830,1,1,264,20
1875,830,2,1,1157,32
1790,830,1,1,273,15
1570,830,1,1,34,5
1550,830,2,1,689,49
1486,830,2,1,1043,30
1475,830,1,1,371,32
1430,830,1,1,904,50
1420,830,1,1,268,47
1330,830,1,1,177,50
1270,830,2,1,820,31
1039,830,1,1,836,11
1018,830,1,1,746,11
920,830,2,1,292,37
899,830,2,1,1243,46
799,830,2,1,997,47
795,830,1,1,1343,45
781,830,2,2,1426,45
680,830,2,1,1198,47
1882,831,1,1,1146,32
1290,831,3,1,682,25
850,831,1,1,280,37
2920,832,1,1,668,32
2495,832,1,1,413,32
1700,832,1,1,352,45
1550,832,2,1,61,11
1325,832,2,1,21,39
1245,832,2,1,682,25
981,832,1,1,398,28
952,832,1,1,227,40
891,832,1,1,416,38
800,832,1,1,670,44
1800,833,1,1,1183,20
1445,833,1,1,1137,39
1399,833,2,1,820,31
1335,833,1,1,1514,10
1300,833,2,1,1179,35
1299,833,2,1,820,31
1245,833,2,1,1419,32
1209,833,2,1,1419,32
1092,833,1,1,352,45
1025,833,1,1,314,24
999,833,1,1,1374,50
969,833,1,1,933,28
885,833,1,1,768,30
2275,834,2,2,1410,5
2265,834,1,1,398,28
1950,834,2,1,439,5
1710,834,1,1,335,5
1350,834,1,1,1245,45
1015,834,1,1.5,53,45
905,834,1,1,2,45
795,834,2,1,547,29
2184,835,1,1,70,45
2095,835,2,2,1047,5
1898,835,2,1,1115,32
1350,835,1,1,682,25
1245,835,2,1,384,21
1029,835,1,1,916,28
925,835,1,1,1387,10
870,835,1,1,1043,30
1545,836,1,1,283,21
1320,836,1,1,1060,21
1180,836,1,1,1245,45
1123,836,1,1,448,45
919,836,1,1,662,10
1745,837,2,1,1244,49
1745,837,2,1,1244,49
1670,837,2,1,1244,49
1600,837,2,1,745,32
1438,837,2,2,1348,25
850,837,1,1,768,30
2070,838,1,1,1507,32
1600,838,1,1,142,14
1250,838,1,1,561,50
811,838,1,1,1313,43
825,839,2,2,31,13
2695,840,2,2,794,5
2195,840,2,1,786,5
2150,840,1,1,138,32
1590,840,3,2,1505,16
1475,840,1,1,904,50
1450,840,1,1,70,45
1417,840,1,1,635,45
1322,840,2,1,1372,21
1310,840,1,1,574,32
1270,840,2,1,305,6
1200,840,1,1,722,16
1200,840,1,1,364,11
1165,840,2,1,99,21
1155,840,2,1,305,6
1100,840,1,1,1294,37
1095,840,3,1,811,50
1070,840,2,1,305,6
1050,840,1,1,937,24
995,840,2,1,305,6
825,840,2,2,749,17
795,840,2,1,422,45
775,840,3,1,1423,38
775,840,2,1,1497,42
700,840,2,1,166,45
675,840,2,1,547,29
650,840,2,1,312,3
2600,841,1,1,794,5
1476,841,2,2,431,21
1268,841,1,1,1517,37
1076,841,1,1,1318,44
650,841,1,1,31,13
2350,842,2,2,273,15
1900,842,1,1,1431,5
1875,842,1,1,352,45
1230,842,1,1,1040,38
1057,842,1,1,797,37
1042,842,1,1,398,28
995,842,1,1,541,44
870,842,1,1,1158,28
2186,843,1,1,352,45
1755,843,2,1,148,49
1624,843,1,1,352,45
1595,843,1,1,96,31
1264,843,2,2,263,44
950,843,2,1,682,25
805,843,1,1,908,29
1280,844,1,1,1482,50
1202,844,1,1,70,45
1184,844,1,1,1388,10
1120,844,2,1.5,3,21
424,844,2,1,477,50
3191,845,1,1,668,32
3159,845,1,1,668,32
2355,845,1,1,865,20
1900,845,1,1,112,39
1805,845,2,2,34,5
1582,845,1,1,61,11
1395,845,1,1,399,24
1200,845,2,1,1046,10
1015,845,2,1,1043,30
975,845,2,2,603,47
870,845,1,1,858,28
1689,846,1,1,189,32
1595,846,1,1,16,47
1465,846,1,1,70,45
1327,846,1,1,189,32
1315,846,1,1,273,15
1283,846,1,1,70,45
1277,846,1,1,189,32
1044,846,1,1,70,45
925,846,1,1,416,38
875,846,2,1,904,50
2898,847,2,1,794,5
1686,847,1,1,352,45
1565,847,1,1,1272,10
1500,847,1,1,411,24
1145,847,2,1,70,45
1100,847,2,1,1323,32
799,847,1,1,617,44
1950,848,1,1,1137,39
1707,848,1,1,364,11
1337,848,2,1,1372,21
1337,848,2,1,1372,21
1311,848,1,1,1388,10
879,848,1,1,1387,10
1292,849,1,1,1158,28
1185,849,3,1,1396,4
1050,849,1,1,741,35
839,849,1,1,1387,10
3950,850,2,1,794,5
3390,850,1,1,377,23
2800,850,1,1,1031,5
2800,850,2,2,1504,5
2795,850,2,1,794,5
2750,850,1,1,345,5
2700,850,1,1.5,794,5
2700,850,2,1,794,5
2695,850,2,1,794,5
2570,850,1,1,794,5
2515,850,1,1,787,32
2300,850,1,1,53,20
2295,850,2,1,1287,49
2260,850,1,1,413,32
2100,850,1,1,1101,40
2075,850,2,1.5,149,6
1990,850,1,1,1272,10
1845,850,1,1,230,5
1795,850,2,1,786,5
1775,850,2,1,443,5
1699,850,2,1,1388,10
1695,850,2,1,1078,40
1695,850,2,1,442,49
1685,850,1,1,1263,5
1599,850,2,1,700,49
1550,850,1,1.5,1112,40
1500,850,1,1,342,47
1500,850,2,1,853,45
1450,850,1,1,1346,24
1450,850,1,1,1239,24
1450,850,2,1,319,40
1399,850,1,1,40,23
1399,850,1,1,1388,10
1395,850,2,1,1105,21
1359,850,1,1,40,23
1350,850,2,1,70,45
1339,850,2,1.5,95,39
1325,850,1,1,904,50
1299,850,1,1,1053,10
1295,850,2,1,70,45
1285,850,2,1,1049,39
1269,850,1,1,526,39
1269,850,1,1,40,23
1242,850,2,1,997,47
1230,850,2,1,1243,46
1225,850,2,1,1053,10
1200,850,2,1,1448,10
1200,850,2,2,1434,15
1200,850,1,1,280,37
1195,850,2,1,635,45
1179,850,1,1,529,21
1150,850,2,1,1164,21
1140,850,2,1,307,37
1135,850,2,1,1164,21
1133,850,2,1,1179,35
1125,850,1,1,1499,32
1110,850,1,1,889,28
1100,850,2,1,765,45
1100,850,1,1,292,37
1100,850,2,1,1348,20
1080,850,2,1,319,40
1065,850,2,1,1164,21
1050,850,2,1,1111,32
1029,850,2,2,1219,45
1020,850,2,1,35,1
1010,850,2,1,674,21
1005,850,3,1,31,13
1000,850,2,1,126,23
1000,850,1,1,133,32
995,850,1,1,1236,25
995,850,2,1,682,25
995,850,1,1,273,15
995,850,2,2,440,10
985,850,2,1,1158,28
980,850,2,1,480,24
980,850,2,1,319,40
980,850,2,1,319,40
978,850,1,1,1158,28
969,850,1,1,1572,23
964,850,1,1,858,28
959,850,2,1,480,24
950,850,1,1,486,10
949,850,1,1,933,28
925,850,2,1,1243,46
925,850,2,1,682,25
910,850,1,1,77,21
910,850,1,1,836,11
879,850,1,1,1337,23
869,850,1,1,635,45
865,850,2,1,233,28
855,850,1,1,292,37
850,850,2,2,1061,2
850,850,2,1,1043,30
825,850,2,1,1126,23
803,850,1,1,103,23
800,850,1,1,292,37
800,850,1,1,280,37
800,850,2,1,305,6
799,850,2,1,930,37
795,850,2,1,682,25
775,850,2,2,796,18
775,850,1,1,614,28
750,850,3,1,31,13
730,850,1,1,1500,13
725,850,2,1,547,29
725,850,2,1,1305,19
720,850,2,1,1114,16
715,850,1,1,768,30
715,850,3,1,719,30
699,850,2,2,1358,38
675,850,2,1,373,13
650,850,2,1,810,11
650,850,3,1,360,37
649,850,1,1,666,16
625,850,2,1,27,45
600,850,1,1.5,84,19
595,850,2,1,908,29
565,850,2,1,360,37
525,850,2,1,360,37
500,850,2,1,124,29
5095,851,2,2,1249,5
2195,851,2,2,1287,49
1775,851,1,1,352,45
1250,851,1,1,1510,10
1065,851,2,1,79,32
1026,851,3,1,255,28
654,851,2,1,826,37
2270,852,1,1,89,32
1363,852,1,1,1060,21
1200,852,1,1,299,21
1195,852,2,1,1137,39
875,852,1,1,1500,13
1496,853,1,1,509,21
1468,853,1,1,370,6
1429,853,2,1,820,31
1740,854,2,1,1115,32
1545,854,1,1,306,21
1160,854,3,1,31,13
1140,854,1,1,563,28
1116,854,1,1,1050,46
995,854,1,1,430,30
990,854,1,1,1188,47
857,854,1,1,1158,28
3193,855,1,1,794,5
1639,855,2,1,104,49
1025,855,1,1,1383,36
975,855,1,1,836,11
885,855,1,1,836,11
875,855,1,1,836,11
2350,856,1,1,147,20
1700,856,2,1,1180,49
1680,856,2,1,1180,49
1550,856,1,1,70,45
1526,856,1,1,273,15
1270,856,1,1,1453,50
1200,856,2,1,370,6
1160,856,1,1,330,50
1002,856,1,1,741,35
854,856,1,1,1574,38
825,856,1,1,492,45
3100,857,1,1,1249,5
1825,857,1,1,370,6
1025,857,1,1,1281,36
1450,858,1,1,741,35
950,858,1,1,318,13
839,858,2,1.5,310,28
680,858,2,1,1313,43
2100,859,0,1,794,5
1995,859,2,1.5,700,49
770,859,1,1,91,37
4695,860,2,1,1249,5
2550,860,2,1,1031,5
2400,860,2,1,1287,49
1805,860,1,1,70,45
1373,860,1,1,22,11
1325,860,1,1,177,50
1198,860,1,1,40,23
1150,860,2,2,70,45
1075,860,2,1,682,25
1060,860,2,1,1393,46
965,860,1,1,289,32
825,860,1,1,229,11
775,860,2,1,741,35
775,860,2,1,741,35
635,860,2,1,1401,45
2260,861,2,2,1112,40
2200,861,1,1,53,47
1845,861,2,1,713,5
1312,861,1,1,741,35
1152,861,1,1,1245,45
1990,862,2,1,104,49
1955,862,2,1,104,49
1756,862,1,1,1148,41
1735,862,2,1,1180,49
1555,862,1,1,1461,20
1295,862,1,1,556,45
999,862,2,1,255,28
1750,863,2,1,1458,5
1294,863,1,1,281,39
1040,863,2,2,70,45
1021,863,2,1,682,25
1724,864,2,1,692,49
1724,864,2,1,692,49
1724,864,2,1,692,49
1724,864,2,1,692,49
1497,864,3,2,251,15
1399,864,2,2,370,6
1375,864,1,1,702,10
1365,864,2,2,370,6
1125,864,2,1,106,49
930,864,2,1,319,40
920,864,2,2,1030,40
800,864,2,1.5,25,13
640,864,2,1,437,37
2891,865,1,1,837,5
2516,865,1,1.5,1004,5
1360,865,2,1,1178,21
1330,865,2,1,1178,21
1200,865,1,1,1245,45
1145,865,2,1,70,45
1095,865,2,1,352,45
1049,865,2,1,1457,47
875,865,2,1,688,39
513,865,2,1,695,51
1211,866,1,1,933,28
800,866,2,1,489,10
1354,867,1,1,263,44
1205,867,2,1,305,6
1110,867,2,1,305,6
875,867,2,1,1420,4
2150,868,2,1,677,12
2098,868,1,1,1335,20
1614,868,1,1,635,45
1600,868,2,1,61,11
1290,868,1,1,358,10
1149,868,2,2,1219,45
1149,868,2,2,1219,45
1149,868,2,2,1219,45
1100,868,2,2,492,45
1100,868,4,2,251,15
919,868,1,1,1098,47
1345,869,1,1,233,28
1089,869,2,1,762,45
4995,870,1,1,1249,5
2140,870,1,1,413,32
1605,870,2,2,997,47
1600,870,1,1,1204,21
1558,870,1,1,1158,28
1495,870,1,1,906,24
1445,870,2,2,734,6
1225,870,2,2,1245,45
1180,870,1,1,1388,10
1095,870,2,1,1043,30
1055,870,1,1,306,42
999,870,2,1,1243,46
975,870,2,1,910,17
950,870,2,1,1241,39
910,870,2,1,685,46
875,870,1,1,745,17
805,870,1,1,1531,17
719,870,2,1.5,360,37
1995,871,1,1,1156,40
1755,871,2,2,273,15
1723,871,1,1,659,49
1605,871,1,1,1557,32
1270,871,2,2,70,45
1225,871,1,1,956,31
770,871,2,1,1040,38
2350,872,1,1,294,32
2000,872,2,1.5,700,49
1296,872,1,1,398,28
1109,872,1,1,1245,45
690,872,2,1,218,37
1934,873,1,1,668,32
1380,873,1,1,635,45
1300,873,1,1,826,45
1255,873,2,1,838,32
1885,874,2,1,1147,32
1325,874,1,1,576,7
1205,874,1,1,1453,50
924,874,1,1,1245,45
2780,875,1,1,1326,20
2520,875,1,1,794,5
2495,875,1,1,1470,8
2445,875,1,1,794,5
2395,875,2,1,1270,5
1925,875,2,1,1485,40
1695,875,2,1,1254,5
1625,875,2,2,786,5
1500,875,2,2,1016,36
1289,875,2,1,897,31
1280,875,2,1,1520,21
1269,875,1,1,70,45
1263,875,2,1,682,25
1249,875,2,1,1239,24
1249,875,2,1,897,31
1249,875,2,1,897,31
1183,875,2,1,977,7
1175,875,2,1,1446,49
1158,875,2,1,977,7
1158,875,2,1,977,7
1158,875,2,1,977,7
1158,875,2,1,977,7
1158,875,2,1,977,7
1150,875,1,1,374,15
1010,875,2,1,1164,21
995,875,2,1,352,45
980,875,2,1,31,13
975,875,2,1,1464,23
950,875,2,1,682,25
800,875,1,1,682,25
732,875,3,2,85,23
675,875,2,2,1491,45
1600,876,2,2,64,20
1461,876,2,1,788,6
1400,876,1,1,411,24
1180,876,2,2,53,45
1180,876,2,2,53,45
1169,876,2,2,53,45
995,876,2,1,1241,39
977,876,1,1,1245,45
929,876,1,1,1398,16
885,876,1,1,768,30
1600,877,1,1,70,45
1295,877,2,1,1405,39
1275,877,1,1,811,50
1090,877,2,1,305,6
2385,878,3,3,1434,15
2195,878,2,2,310,5
1002,878,1,1,1219,45
1470,879,1,1,892,45
1450,879,1,1,746,11
1440,879,1,1,306,21
1278,879,2,1,559,50
2350,880,1,1.5,884,10
1900,880,2,1,1428,32
1750,880,2,2,652,5
1675,880,2,1.5,1458,5
1650,880,3,2,1505,16
1585,880,2,2,807,49
1539,880,1,1,268,47
1450,880,2,1,453,47
1440,880,2,1.5,1505,16
1410,880,2,1,956,31
1335,880,2,1,1096,21
1280,880,2,1,490,21
1229,880,2,1,820,31
1200,880,2,1,742,10
1125,880,1,1,1424,2
925,880,2,1,949,46
880,880,2,1,1086,45
850,880,2,1,1055,23
825,880,1,1,1423,38
770,880,2,1.5,719,30
750,880,2,2,722,16
665,880,2,2,1040,38
1516,881,1,1,70,45
1250,881,1,1,153,18
1500,882,1,1,872,50
1500,882,1,1,872,50
1345,882,1,1,811,50
1112,882,2,1,53,45
979,882,1,1,448,45
975,882,1,1,1245,45
824,882,2,1,1494,50
780,882,2,1,498,37
1705,883,1,1,644,21
1015,883,2,2,53,45
2100,884,2,1,1086,5
1930,884,1,1,1180,49
1895,884,2,1,190,5
1400,884,2,1,944,49
1400,884,2,1,944,49
1295,884,2,1,1034,32
1205,884,2,1,1034,32
1061,884,2,1,1216,11
950,884,3,1,682,25
825,884,2,2,416,38
2075,885,4,1,273,15
1700,885,2,2,1158,28
1545,885,2,1.5,1149,46
1525,885,1,1,906,24
1476,885,2,2,764,21
1150,885,1,1,1010,10
1550,886,1,1,358,13
1400,886,2,1,398,28
1400,886,2,1,768,30
1229,886,2,1,1063,21
1099,886,2,2,1520,21
1095,886,2,1,352,45
980,886,1,1,306,42
850,886,2,1,110,50
2000,887,2,2,149,6
1637,887,2,1,522,21
2695,888,2,1,1528,36
1875,888,2,2,1421,49
1592,888,1,1,956,31
1585,888,1,1,307,37
1098,888,2,2,1505,16
799,888,2,1,665,50
795,888,2,1,458,29
1784,889,2,2,1241,31
1280,889,1,1,904,50
5100,890,3,2,1073,5
3395,890,2,2,1470,8
1835,890,2,1,34,5
1725,890,2,2,1458,5
1708,890,2,1,1310,21
1495,890,2,2,251,15
1474,890,1,1,54,21
1459,890,1,1,54,21
1444,890,1,1,54,21
1440,890,1,1,301,14
1350,890,1,1,1101,40
1165,890,2,2,432,49
1165,890,1,1,746,11
1065,890,1,1,635,45
1000,890,1,1,307,37
990,890,1,1,1420,4
943,890,1,1,351,45
940,890,1,1,351,45
925,890,3,1,1245,45
823,890,2,2,1426,45
800,890,2,1,379,23
705,890,1,1,821,29
1900,891,1,1.5,884,10
725,891,2,1,83,23
1994,892,1,1,1248,5
1460,892,1,1,560,21
972,892,1,1,1219,45
1065,893,1,1,1164,21
1050,893,1,1,1164,21
975,893,2,2,989,47
5195,894,3,1,1249,5
2195,894,2,1,1287,49
1595,894,2,1.5,734,6
1480,894,2,2,1040,38
1450,894,2,2,1040,38
1440,894,2,2,1040,38
1246,894,1,1,623,40
985,894,2,1,1128,45
909,894,2,1,682,25
899,894,1,1,25,13
2995,895,2,2,794,5
1495,895,2,1,1137,39
1350,895,2,1,493,6
1300,895,2,1,370,6
1199,895,2,2,1091,16
1199,895,2,1,820,31
1166,895,1,1,1523,40
985,895,2,1,454,37
946,895,2,1,1158,28
895,895,2,1,918,40
664,895,2,1,1313,43
2395,896,2,2,1470,8
1909,896,1,1,1037,21
1795,896,2,1,273,15
1415,896,1,1,352,45
990,896,2,1,591,19
930,896,1,1,766,11
875,896,2,1,198,28
689,896,3,1,946,16
625,896,2,1,340,44
2585,897,2,1,573,32
2525,897,2,2,794,5
1600,897,1,1,884,10
1817,898,2,1,148,49
1349,898,1,1,741,35
1025,898,1,1,811,50
769,898,2,2,789,45
769,898,2,2,789,45
1364,899,2,2,352,45
1285,899,2,1,743,21
1206,899,1,1,70,45
1110,899,1,1,524,4
1005,899,1,1.5,635,45
4995,900,3,2,117,5
4769,900,3,1.5,1249,5
3800,900,2,1,1269,5
3175,900,3,1,1253,5
3100,900,1,1,668,32
2950,900,1,1,1265,5
2837,900,2,2,794,5
2800,900,2,1.5,438,5
2795,900,2,2,794,5
2690,900,2,2,712,5
2625,900,2,1,147,20
2599,900,1,1,794,5
2510,900,2,1,516,32
2445,900,2,1,794,5
2395,900,2,1,1470,8
2298,900,2,1,794,5
2200,900,2,1,860,20
2200,900,3,1,198,48
2100,900,2,1,273,15
2100,900,2,1.5,310,5
2100,900,2,1,668,32
2000,900,2,1,1191,36
1999,900,2,1,1191,36
1990,900,2,2,273,15
1905,900,2,1,16,47
1850,900,1,1,1559,5
1850,900,1,1,1376,5
1835,900,2,2,700,49
1825,900,2,1,1085,32
1800,900,2,1,1101,40
1795,900,2,1,1287,49
1750,900,1,1,77,21
1725,900,2,1,984,20
1710,900,1,1,644,21
1700,900,2,2,1101,40
1695,900,1,1,1381,11
1675,900,2,1.5,1137,39
1650,900,3,1,1505,16
1648,900,1,1,273,15
1639,900,2,1,169,20
1620,900,2,1,103,32
1620,900,2,1,103,32
1600,900,2,2,1101,40
1600,900,1,1,1237,24
1599,900,3,1,820,31
1579,900,1,1,537,6
1550,900,2,1,1215,5
1550,900,2,1,61,11
1550,900,1,1,1381,11
1525,900,1,2,77,21
1500,900,2,1,1388,10
1500,900,1,1,1508,32
1475,900,2,1,280,37
1460,900,2,1,692,49
1400,900,2,1,174,20
1390,900,2,2,1096,21
1365,900,1,1,70,45
1365,900,2,1,1520,21
1350,900,4,1,589,7
1350,900,3,1,811,50
1350,900,1,1,698,31
1350,900,2,1,1372,21
1340,900,2,1,305,6
1329,900,2,1,1237,24
1300,900,2,1,95,39
1300,900,2,1,364,11
1300,900,3,1,307,37
1300,900,2,1,1537,32
1299,900,1,1,866,44
1289,900,2,1,1388,10
1275,900,1,1,273,15
1264,900,1,1,884,10
1255,900,2,2,1096,21
1250,900,2,1.5,106,49
1250,900,2,1,1137,39
1240,900,2,2,730,10
1230,900,2,1,392,37
1214,900,2,2,510,45
1200,900,3,1,1572,23
1200,900,2,2,31,13
1200,900,2,1,682,25
1195,900,2,1,1236,25
1100,900,2,1,1239,24
1100,900,2,1,35,1
1075,900,1,1,273,15
1035,900,2,1,61,11
1030,900,2,1,126,23
1025,900,2,1,31,13
1021,900,1,1,1457,47
1015,900,2,2,827,28
999,900,2,1,1050,46
995,900,2,1,31,13
995,900,2,1,1453,50
978,900,2,1,810,28
975,900,1,1,455,40
975,900,2,1,1254,45
964,900,1,1,693,28
950,900,2,2,1094,10
950,900,1,1,682,25
935,900,2,1,1054,5
924,900,2,1,198,28
900,900,1,1,682,25
900,900,2,1,319,40
899,900,1,1,1028,28
898,900,1,1,35,1
875,900,2,1,205,15
870,900,2,1,722,16
850,900,2,1,367,37
850,900,2,1,682,25
850,900,2,1,31,13
850,900,2,1,811,50
850,900,2,1,682,25
850,900,2,1,462,3
850,900,2,2,741,35
848,900,2,2,1313,43
825,900,2,1,568,30
825,900,3,1,552,23
815,900,2,1,130,29
805,900,2,1,855,40
800,900,2,1,285,44
800,900,1,1,821,29
800,900,3,1,1423,38
795,900,2,1,1435,13
785,900,2,1,989,47
785,900,2,1,989,47
780,900,2,1.5,953,45
775,900,2,1,682,25
770,900,2,2,1242,28
765,900,2,1,855,40
760,900,2,2,789,45
750,900,2,2,607,28
750,900,2,1,51,50
735,900,2,1,437,37
700,900,2,1,405,23
700,900,2,1,1245,45
695,900,2,1,159,43
695,900,2,1,1313,43
675,900,2,1,917,23
650,900,2,2,306,25
645,900,2,1,547,29
635,900,2,1,1017,40
625,900,2,1,810,11
565,900,2,2,1491,45
505,900,2,1.5,999,38
500,900,2,2,186,45
500,900,2,1,564,45
455,900,2,1,976,40
1231,901,2,1.5,319,40
999,901,2,1,1336,20
874,901,2,1,958,19
850,901,2,1,678,23
578,901,2,2,910,45
1850,902,2,1,370,6
1250,902,2,2,1448,10
1225,902,2,1,520,15
1177,902,1,1,463,49
845,902,2,1,1341,49
700,902,2,1,353,11
1730,903,1,1,582,21
1495,903,1,1,70,45
1265,903,1,1,70,45
1240,903,2,2,500,21
1055,903,2,2,448,45
834,903,1,1,1114,16
1770,904,2,1,1115,32
1770,904,2,1,1115,32
2859,905,2,2,1175,5
2450,905,1,1,906,24
1797,905,3,3,1505,16
1468,905,2,2,692,49
1330,905,2,2,352,45
1240,905,2,1,70,45
1160,905,2,1,741,35
1050,905,1,1,1041,17
795,905,2,2,1347,3
1743,906,1,1,1037,21
1700,906,2,1,142,14
1683,906,2,1.5,807,49
1683,906,2,1.5,807,49
1295,906,1,1.5,545,45
1175,906,1,1,70,45
730,906,1,1,626,2
1369,907,1,1,716,5
1194,907,3,1,1420,4
1640,908,2,2,944,49
1225,908,1,1,1245,45
1010,908,1,1,854,11
660,908,2,2,849,3
1095,909,2,2,31,13
1887,910,2,2,1180,49
1750,910,1,1,358,13
1496,910,4,2,1505,16
1161,910,1,1,1158,28
1047,910,1,1,891,37
1046,910,1,1,1387,10
1019,910,1,1,797,37
893,910,1,1,614,28
1949,911,2,2,1287,49
1870,911,2,2,1115,32
1299,911,1,1,299,21
1079,911,1,1,746,11
991,911,2,2,474,18
3700,912,2,2,1470,8
1313,912,2,2,352,45
1239,912,2,1,96,45
1159,912,2,1,96,45
1145,912,2,1,1043,30
1045,912,3,1,598,25
1004,912,2,2,1344,44
895,912,2,2,31,13
790,912,3,2,31,13
1795,913,1,1,904,50
1712,913,2,2,148,49
1685,913,1,1,1488,7
1480,913,2,2,1352,26
1397,913,2,1,1384,49
1005,913,2,1,448,45
808,913,1,1,448,45
805,913,1,1,448,45
5000,914,1,1,1249,5
1855,914,2,2,433,21
1575,914,3,2,811,50
1555,914,1,2,1180,49
1350,914,2,2,623,10
1128,914,1,1,53,45
1123,914,2,1,1370,45
4895,915,2,2,1249,5
2295,915,2,2,1004,5
2120,915,1,1,875,49
1650,915,1,1,1328,48
1445,915,2,1,433,21
1410,915,2,1,1325,31
1300,915,2,1,370,6
1045,915,1,1,45,4
565,915,2,1,547,29
2199,916,2,1,906,24
1800,916,2,1,1112,40
1365,916,2,2,305,6
1300,916,2,2,31,13
1130,916,2,1,463,49
1025,916,2,1,833,24
820,916,2,1,547,29
725,916,2,1,1227,23
1900,917,2,1,190,5
1295,917,2,1,567,39
655,917,1,1,1412,17
2495,918,2,1.5,238,5
2025,918,1,1,1146,32
1890,918,2,2,104,49
1805,918,2,2,807,49
1289,918,2,2,741,35
1250,918,1,1,253,24
1200,918,2,1,1331,50
830,918,3,1,280,37
750,918,2,1,1313,43
1920,919,1,1,70,45
1110,919,2,1,1178,21
2700,920,1,1,499,32
2065,920,2,1,351,5
2050,920,2,1,1287,49
1810,920,1,1,560,21
1649,920,1,1,425,32
1630,920,2,1,745,32
1586,920,2,1,745,32
1556,920,1,1,22,11
1495,920,2,2,1102,4
1245,920,2,1,567,39
1195,920,2,1,482,6
1094,920,1,1,746,11
1067,920,1,1.5,836,11
950,920,2,1,1243,46
922,920,1,1,607,28
910,920,2,2,306,42
895,920,1,1,1313,43
835,920,2,1,1313,43
826,920,1,1,1112,40
825,920,2,1,1313,43
1565,921,2,1,498,44
1430,921,2,2,325,45
2800,922,2,1,147,20
1580,922,1,1,1381,11
1464,922,1,1,71,7
4795,923,2,1,1249,5
1895,923,2,1,483,10
1850,923,2,2,1248,5
1713,923,1,1,1273,36
1475,923,2,2,463,49
1953,924,1,1,148,49
1760,924,2,2,328,39
1575,924,2,2,162,49
916,924,2,2,1459,24
675,924,2,1.5,1185,37
2595,925,2,1,12,5
2495,925,2,1,794,5
2495,925,2,1,794,5
2100,925,2,1,1031,5
2020,925,2,2,34,5
1476,925,2,2,305,6
1450,925,1,1,1237,24
1436,925,2,2,305,6
1375,925,2,1,811,50
1295,925,1,1,959,5
1250,925,2,1,370,6
1150,925,2,2,369,45
900,925,2,1,1198,47
895,925,2,2,1387,10
890,925,2,1.5,352,45
889,925,1,1,1475,13
875,925,1,1,1456,11
775,925,2,1.5,763,18
775,925,2,1,999,38
750,925,2,1,446,37
700,925,2,1,446,37
679,925,2,1,1423,38
1550,926,2,1.5,273,15
1275,926,2,1,53,45
1027,926,2,2,480,24
3050,927,2,1.5,1470,8
1675,927,2,2,472,32
1490,927,2,2,472,32
1475,927,2,2,472,32
1445,927,2,1.5,529,21
1440,927,2,1.5,529,21
850,927,1,1,563,28
1192,928,1,1,22,11
1020,928,2,2,360,37
2770,929,2,2,920,32
2375,929,2,2,806,32
1435,929,1,1.5,817,32
2010,930,2,2,1113,5
1700,930,2,1,388,15
1424,930,1,2,1245,45
1275,930,2,1.5,369,45
1200,930,2,1.5,489,10
1150,930,2,2,1102,4
1144,930,2,1,1457,47
1115,930,1,1,1538,32
1100,930,2,1,307,37
1100,930,2,2,603,47
1072,930,2,1,764,21
1035,930,2,2,1470,46
1000,930,2,2,547,29
965,930,2,2,398,28
895,930,2,1,751,39
668,930,2,1.5,75,5
624,930,2,1,251,15
610,930,2,1,990,17
6500,931,2,1,1249,5
1740,931,1,1,70,45
1670,931,1,1,355,7
1418,931,2,2,1424,2
1225,931,2,2,31,13
1085,931,1,1,746,11
1965,932,2,2,832,49
1965,932,2,2,832,49
1915,932,2,2,832,49
1586,932,2,1.5,529,21
1438,932,2,2,148,49
1295,932,2,1.5,1137,39
2600,933,1,1.5,104,49
2195,933,2,1,1137,39
1527,933,2,1,902,21
895,933,3,1,1040,38
785,933,3,1,360,37
695,933,1,1,360,37
1495,934,2,1.5,579,15
1180,934,2,2,1457,47
807,934,2,2,448,45
2250,935,2,2,1508,32
1714,935,1,1,352,45
1455,935,2,1,692,49
1450,935,2,1,490,21
1420,935,2,1,490,21
1335,935,1,2,77,21
1315,935,2,1.5,1414,21
1173,935,2,2,1365,37
999,935,2,2,671,13
985,935,2,2,280,37
900,935,2,1,91,37
850,935,1,1,333,13
835,935,2,1,908,29
811,935,2,2,1313,43
2050,936,3,2,68,6
1833,936,2,2,1180,49
1676,936,1,1,352,45
1599,936,3,1,251,15
1450,936,2,1.5,328,39
945,936,3,1,547,29
850,936,3,1,706,16
645,936,2,2,697,44
1605,937,2,1,170,6
1528,937,1,1,370,6
1267,937,2,2,96,45
1135,937,2,1,1406,37
995,937,2,1,918,40
1600,938,2,1,273,15
1595,938,1,2,106,49
1485,938,2,2,1446,49
1255,938,2,2,96,45
1050,938,2,2,1245,45
1997,939,1,1,1364,20
1900,939,1,1.5,885,10
1889,939,1,1,635,45
1670,939,2,2,1115,32
1558,939,1,1,352,45
1545,939,2,2,1115,32
1390,939,2,2,999,38
1390,939,2,2,999,38
1390,939,2,2,999,38
1370,939,2,2,999,38
1370,939,2,2,999,38
