amenities,bathrooms,bedrooms,pets_allowed,square_feet,cityname,state,monthly_price
"dishwasher,gated,patio/deck,playground,pool,refrigerator,tennis",1,1,"cats,dogs",775,hampton,va,698
NA,1,1,none,776,austin,tx,2707
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage,view",1,1,"cats,dogs",776,issaquah,wa,1822
"clubhouse,gym,patio/deck,pool,washer dryer",1,1,none,776,mount laurel,nj,1526
"parking,pool,tennis",1,1,"cats,dogs",776,waldorf,md,1497
"clubhouse,gym,parking,pool,storage",1,1,none,776,dallas,tx,1438
"clubhouse,gym,parking,pool,storage",1,1,none,776,dallas,tx,1416
"clubhouse,gym,patio/deck,pool,washer dryer",1,1,none,776,mount laurel,nj,1400
"ac,cable or satellite,gated,gym",1,1,none,776,coraopolis,pa,1269
parking,1,1,none,776,dallas,tx,1249
NA,1,1,none,776,san antonio,tx,1225
"basketball,cable or satellite,clubhouse,hot tub,internet access,patio/deck,pool",1,2,"cats,dogs",776,auburn,al,1130
NA,1,1,"cats,dogs",776,troutdale,or,1100
NA,1,1,none,776,minot,nd,835
"cable or satellite,refrigerator",1,1,none,776,mandan,nd,805
gym,1,1,none,777,los angeles,ca,2221
"dishwasher,refrigerator",1,1,none,777,san diego,ca,2100
"cable or satellite,dishwasher,elevator,parking,patio/deck,pool,refrigerator,storage",1,1,none,777,malden,ma,2000
"gated,gym,pool,storage",1,1,none,777,columbia,md,1913
"gated,gym,hot tub,pool",1,1,none,777,austin,tx,1554
"ac,pool,tennis",1,1,none,777,nashua,nh,1447
pool,1,1,"cats,dogs",777,houston,tx,1019
dishwasher,1,1,none,777,san antonio,tx,850
"dishwasher,parking,refrigerator",1,2,"cats,dogs",777,thornton,co,835
"dishwasher,patio/deck,pool,storage",1,1,"cats,dogs",777,oklahoma city,ok,820
NA,1,1,none,777,sioux falls,sd,720
"gym,playground,pool",1,1,none,778,silver spring,md,1435
dishwasher,1,1,none,778,san antonio,tx,1120
"fireplace,gym,pool,wood floors",1,1,none,778,las vegas,nv,1109
"dishwasher,fireplace,patio/deck",1,2,dogs,779,seattle,wa,2595
parking,1,1,"cats,dogs",779,parsippany,nj,2123
parking,1,1,none,779,parsippany,nj,2123
"dishwasher,elevator,parking,pool,refrigerator",1,1,none,779,nashville,tn,1907
NA,1,1,cats,779,whitefish bay,wi,1691
"dishwasher,parking,pool,refrigerator",1,1,"cats,dogs",779,herndon,va,1610
NA,1,1,none,779,austin,tx,1222
"fireplace,parking,pool,storage,washer dryer",1,1,"cats,dogs",779,euless,tx,1068
NA,1,1,none,780,san francisco,ca,3950
"dishwasher,parking,pool,refrigerator",1,1,none,780,franklin,tn,2170
NA,1,2,none,780,san diego,ca,2150
"gym,parking,pool,storage,tv",1,1,"cats,dogs",780,bellevue,wa,2050
NA,1,2,"cats,dogs",780,san marcos,ca,1700
"fireplace,gym,patio/deck",1,1,none,780,lynnwood,wa,1652
"gym,parking,tv",1,1,"cats,dogs",780,silver spring,md,1605
"pool,view",1,1,none,780,medina,wa,1581
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,none,780,austin,tx,1421
"dishwasher,patio/deck,pool,refrigerator",1,1,"cats,dogs",780,chesapeake,va,1356
"dishwasher,fireplace,patio/deck",1,1,"cats,dogs",780,anchorage,ak,1315
NA,1,2,cats,780,hampton,nh,1295
"ac,cable or satellite,dishwasher,gym,internet access,parking,patio/deck,playground,pool,refrigerator,washer dryer,wood floors",1,1,"cats,dogs",780,laurel,md,1245
NA,1,1,cats,780,everett,wa,1190
"clubhouse,dishwasher,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",780,tampa,fl,1161
"cable or satellite,dishwasher,garbage disposal,parking,patio/deck,playground,pool,refrigerator,storage",1,1,"cats,dogs",780,lakeville,mn,1149
"basketball,dishwasher,internet access,pool,refrigerator",2,2,"cats,dogs",780,tallahassee,fl,1138
"dishwasher,patio/deck,pool,refrigerator",1,1,"cats,dogs",780,orlando,fl,1089
"gym,playground,pool,wood floors",1,2,none,780,colorado springs,co,1060
"dishwasher,fireplace,refrigerator",1,1,"cats,dogs",780,saint cloud,mn,1030
"ac,dishwasher,fireplace,gated,gym,patio/deck,pool,refrigerator,tennis,washer dryer",1,1,"cats,dogs",780,lawrenceville,ga,1017
"cable or satellite,clubhouse,dishwasher,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",780,davenport,ia,990
NA,1,1,none,780,royal oak,mi,970
"dishwasher,patio/deck,refrigerator,storage,washer dryer,wood floors",1,2,none,780,colorado springs,co,950
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",780,atlanta,ga,855
"parking,patio/deck,pool",1,1,"cats,dogs",780,hilliard,oh,848
"gym,playground,pool",1,1,none,780,mebane,nc,821
"basketball,cable or satellite,clubhouse,dishwasher,garbage disposal,parking,playground,pool,refrigerator,storage",1,2,"cats,dogs",780,fenton,mo,784
NA,1,1,cats,780,harrison township,mi,780
"cable or satellite,dishwasher,garbage disposal,parking,patio/deck,refrigerator",1,1,"cats,dogs",780,pittsburgh,pa,755
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,refrigerator",1,2,"cats,dogs",780,sioux falls,sd,740
NA,1,2,"cats,dogs",780,ames,ia,695
NA,1,2,"cats,dogs",780,ames,ia,695
parking,1,1,none,780,wickliffe,oh,661
NA,1,2,"cats,dogs",780,shenandoah,ia,550
"gym,parking",1,1,none,781,silver spring,md,1754
parking,1,1,"cats,dogs",781,odessa,tx,1450
pool,1,1,"cats,dogs",781,lake elsinore,ca,1440
"fireplace,pool,storage,washer dryer",1,1,"cats,dogs",781,durham,nc,1068
"parking,patio/deck,pool",1,1,"cats,dogs",781,houston,tx,919
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,internet access,parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",781,bellevue,ne,765
"dishwasher,elevator,pool,refrigerator",1,1,none,782,oakland,ca,3702
"gym,parking,playground,tennis",1,1,none,782,kirkland,wa,2385
NA,1,1,"cats,dogs",782,hackensack,nj,2015
"ac,parking",1,1,none,782,crofton,md,1385
wood floors,1,1,cats,782,houston,tx,1374
NA,1,1,"cats,dogs",782,dallas,tx,1290
"basketball,cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage,tennis",1,1,"cats,dogs",782,reno,nv,1225
"parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",782,winter park,fl,1199
NA,1,2,"cats,dogs",782,albuquerque,nm,1100
NA,1,1,"cats,dogs",782,austin,tx,1100
"ac,cable or satellite,clubhouse,dishwasher,gated,gym,hot tub,internet access,patio/deck,refrigerator,storage,washer dryer",1,1,none,782,euless,tx,925
NA,1,1,none,782,mandan,nd,860
"gym,patio/deck,pool",1,1,none,783,princeton,nj,2505
NA,1,2,none,783,campbell,ca,2245
"dishwasher,doorman,elevator,garbage disposal,parking,patio/deck,refrigerator,storage,view",1,1,"cats,dogs",783,chicago,il,2225
"dishwasher,pool",1,1,"cats,dogs",783,new rochelle,ny,2220
parking,1,1,"cats,dogs",783,folsom,ca,1744
"gated,parking,storage",1,1,none,783,norwalk,ca,1395
"cable or satellite,gym,parking,pool,tv",1,1,"cats,dogs",783,dallas,tx,980
"internet access,parking,tv",1,1,none,783,apex,nc,899
"dishwasher,garbage disposal,gated,internet access,parking,patio/deck,pool,refrigerator,tennis",1,1,"cats,dogs",783,null,null,677
"gated,parking,playground",2,2,none,783,dayton,oh,650
"hot tub,parking,patio/deck,pool",1,2,none,784,pasadena,ca,2497
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,none,784,grand rapids,mi,1450
parking,1,1,none,784,cincinnati,oh,1400
parking,1,1,none,784,cincinnati,oh,1400
parking,1,1,none,784,cincinnati,oh,1350
"clubhouse,dishwasher,elevator,fireplace,gated,hot tub,pool,refrigerator",1,1,"cats,dogs",784,colorado springs,co,1245
pool,1,1,"cats,dogs",784,houston,tx,1203
"clubhouse,gym,pool,washer dryer",1,1,none,784,virginia beach,va,1190
"ac,cable or satellite,elevator,gym,patio/deck,playground,pool,tennis,washer dryer",1,1,"cats,dogs",784,cherry hill,nj,1185
"clubhouse,fireplace,parking,pool,washer dryer",1,1,"cats,dogs",784,mansfield,tx,1108
"gym,parking,pool",1,1,"cats,dogs",784,azle,tx,1100
"clubhouse,dishwasher,internet access,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",784,concord,nc,1073
"gym,parking,pool",1,1,none,784,azle,tx,1050
"gym,parking,pool",1,1,none,784,azle,tx,1050
"gym,parking,pool",1,1,none,784,azle,tx,1050
"gym,parking,pool",1,1,none,784,azle,tx,1020
NA,1,1,none,784,null,null,950
NA,1,1,cats,784,mission,ks,885
NA,1,1,"cats,dogs",784,overland park,ks,870
"parking,patio/deck,storage,washer dryer,wood floors",1,2,none,784,raleigh,nc,850
"cable or satellite,parking,playground,refrigerator",1,2,"cats,dogs",784,kokomo,in,690
"dishwasher,parking,patio/deck,playground,refrigerator,storage",1,2,"cats,dogs",784,henderson,ky,585
"ac,clubhouse,gym,view",1,1,none,785,north bergen,nj,1985
"cable or satellite,dishwasher,elevator,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",785,denver,co,1945
"dishwasher,parking,patio/deck,pool,refrigerator,storage",1,1,none,785,san juan capistrano,ca,1850
"fireplace,gym,parking,patio/deck,pool,tv,washer dryer",1,1,"cats,dogs",785,raleigh,nc,1764
"gym,pool",1,1,none,785,linthicum heights,md,1570
"ac,cable or satellite,clubhouse,dishwasher,elevator,gated,gym,internet access,parking,patio/deck,pool,refrigerator,storage,washer dryer",1,1,"cats,dogs",785,suwanee,ga,1475
"parking,patio/deck,pool",1,1,"cats,dogs",785,plymouth,mn,1350
NA,1,1,none,785,bensenville,il,1199
parking,1,1,cats,785,laurel,md,1148
dishwasher,1,1,none,785,san antonio,tx,998
"fireplace,pool,storage,washer dryer",1,1,"cats,dogs",785,durham,nc,973
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,1,"cats,dogs",785,knoxville,tn,949
NA,1,2,"cats,dogs",785,west des moines,ia,900
NA,1,1,"cats,dogs",785,indianapolis,in,812
"cable or satellite,clubhouse,elevator,garbage disposal,gated,parking,pool,refrigerator,storage,view",1,1,"cats,dogs",785,sioux city,ia,700
NA,1.5,1,"cats,dogs",786,beverly hills,ca,4050
NA,1,1,"cats,dogs",786,jersey city,nj,3473
NA,1,2,none,786,new brunswick,nj,1875
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,"cats,dogs",786,austin,tx,1681
NA,1,1,"cats,dogs",786,milwaukee,wi,1500
"parking,storage",1,1,none,786,kissimmee,fl,1366
NA,1,1,"cats,dogs",786,austin,tx,1285
"cable or satellite,clubhouse,dishwasher,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage",1,1,"cats,dogs",786,puyallup,wa,1255
"dishwasher,patio/deck,pool,refrigerator",1,2,none,786,lake charles,la,763
NA,1,1,"cats,dogs",786,little rock,ar,733
"parking,wood floors",1,2,none,787,denver,co,1495
NA,1,1,"cats,dogs",787,scottsdale,az,1225
"ac,clubhouse,dishwasher,fireplace,gym,parking,patio/deck,playground,pool,washer dryer",1,1,"cats,dogs",787,coraopolis,pa,1159
"clubhouse,fireplace,gated,gym,patio/deck,playground,pool,storage,tennis,washer dryer",1,1,"cats,dogs",787,lawrenceville,ga,1055
"ac,clubhouse,dishwasher,fireplace,gym,parking,patio/deck,playground,pool,washer dryer",1,1,none,787,coraopolis,pa,1022
dishwasher,1,1,none,787,san antonio,tx,947
NA,1,1,cats,788,camarillo,ca,1650
"parking,pool,storage",1,1,none,788,denver,co,1634
"elevator,fireplace,parking,washer dryer",1,1,none,788,ellicott city,md,1457
NA,1,1,"cats,dogs",788,houston,tx,1273
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",788,plymouth,mn,1250
"ac,cable or satellite,dishwasher,fireplace,hot tub,internet access,parking,patio/deck,pool,refrigerator,tennis,washer dryer",1,1,"cats,dogs",788,dallas,tx,897
"parking,pool,tennis,washer dryer",1,1,none,788,dallas,tx,887
"parking,pool,tennis,washer dryer",1,1,none,788,dallas,tx,872
"ac,clubhouse,fireplace,gym,pool,washer dryer",1,1,"cats,dogs",788,troy,oh,865
NA,1,2,"cats,dogs",788,vandalia,oh,685
"dishwasher,elevator,internet access,refrigerator",1,1,"cats,dogs",789,los angeles,ca,2290
NA,2,2,"cats,dogs",789,miami beach,fl,1650
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage,wood floors",1,1,"cats,dogs",789,houston,tx,1255
"gym,pool,tennis",1,1,none,789,gaithersburg,md,1245
parking,1,2,"cats,dogs",789,clementon,nj,1035
"fireplace,gym,parking,storage,washer dryer",1,1,none,789,edmond,ok,919
"cable or satellite,fireplace,parking,refrigerator,washer dryer",1,1,"cats,dogs",789,yukon,ok,909
NA,2,2,"cats,dogs",789,giddings,tx,895
"fireplace,gym,parking,storage,washer dryer",1,1,none,789,edmond,ok,889
"clubhouse,fireplace,parking,patio/deck,washer dryer",1,1,none,789,yukon,ok,874
"clubhouse,fireplace,parking,patio/deck,pool,washer dryer",1,1,none,789,norman,ok,809
"cable or satellite,dishwasher,garbage disposal,patio/deck,refrigerator",1,1,"cats,dogs",789,sioux falls,sd,730
NA,1,1,"cats,dogs",790,dallas,tx,2285
NA,1,2,cats,790,seattle,wa,1999
"parking,wood floors",1,2,none,790,pasadena,ca,1850
NA,1,1,"cats,dogs",790,mendota heights,mn,1525
"parking,storage",1,1,none,790,cleveland,oh,1500
"elevator,gym,parking,storage",1,1,none,790,lynnwood,wa,1470
NA,1,1,none,790,seattle,wa,1399
"cable or satellite,fireplace,gym,internet access,parking,pool,washer dryer",1,1,none,790,laurel,md,1359
"cable or satellite,clubhouse,gym,internet access,pool,tv",1,1,"cats,dogs",790,decatur,ga,1319
"cable or satellite,clubhouse,gym,internet access,pool,tv",1,1,none,790,decatur,ga,1316
"ac,cable or satellite,internet access",1,1,none,790,laurel,md,1280
NA,1,1,none,790,inver grove heights,mn,1250
patio/deck,1,1,none,790,gaithersburg,md,1250
"gym,internet access,parking,pool,washer dryer",1,1,none,790,kissimmee,fl,1219
"basketball,cable or satellite,clubhouse,dishwasher,internet access,patio/deck,playground,pool,refrigerator,tennis",1,1,"cats,dogs",790,gainesville,fl,1095
"basketball,dishwasher,elevator,fireplace,hot tub,patio/deck,pool,refrigerator",1,1,"cats,dogs",790,colorado springs,co,1055
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,"cats,dogs",790,kansas city,mo,1045
"basketball,clubhouse,fireplace,gym,internet access,parking,washer dryer",1,1,none,790,bedford,tx,955
NA,1,1,none,790,clementon,nj,860
"cable or satellite,parking,refrigerator",1,1,"cats,dogs",790,philadelphia,pa,845
NA,1,1,"cats,dogs",790,rolla,mo,800
NA,1,1,none,790,spokane,wa,725
"fireplace,garbage disposal,gym,patio/deck,pool,washer dryer,wood floors",1,1,"cats,dogs",790,edmond,ok,719
"dishwasher,garbage disposal,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",790,orange,tx,625
"internet access,parking,refrigerator",1,1,none,790,cassopolis,mi,575
"ac,clubhouse,dishwasher,gated,gym,internet access,refrigerator,storage",2,2,"cats,dogs",791,denver,co,1930
"dishwasher,parking,patio/deck",1,2,"cats,dogs",791,kansas city,mo,1370
"basketball,clubhouse,dishwasher,fireplace,patio/deck,pool,refrigerator,tennis",1,1,cats,791,franklin,wi,1190
"parking,storage,washer dryer",1.5,1,"cats,dogs",791,grand junction,co,1075
"dishwasher,parking,pool",1,1,none,791,austin,tx,989
"parking,pool",1,1,"cats,dogs",791,oklahoma city,ok,780
"cable or satellite,dishwasher,fireplace,garbage disposal,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",791,abilene,tx,700
"clubhouse,gym,hot tub,pool",1,1,none,792,los angeles,ca,3047
"clubhouse,parking,pool,wood floors",1,1,none,792,needham heights,ma,2552
"parking,pool",2,3,none,792,dallas,tx,2084
"cable or satellite,dishwasher,internet access,patio/deck,storage",2,2,none,792,saint paul,mn,1612
"parking,pool",1,1,none,792,dallas,tx,1401
"parking,storage",1,1,none,792,cherry hill,nj,1365
"clubhouse,gym,pool",1,1,none,792,austin,tx,1130
"fireplace,gated,gym,parking,patio/deck,playground,pool,storage,washer dryer",1,1,"cats,dogs",792,lithonia,ga,980
"dishwasher,internet access,parking,pool,refrigerator",1,1,"cats,dogs",792,lenexa,ks,954
"ac,clubhouse,dishwasher,gym,parking,patio/deck,pool,storage,washer dryer",1,1,"cats,dogs",792,austin,tx,944
"cable or satellite,dishwasher,garbage disposal,parking,patio/deck,playground,refrigerator",1,1,"cats,dogs",792,fitchburg,wi,925
NA,1,2,"cats,dogs",792,lafayette,in,795
"dishwasher,garbage disposal,parking,patio/deck,pool,refrigerator",1,2,"cats,dogs",792,west des moines,ia,740
NA,1,2,"cats,dogs",792,lafayette,in,695
NA,1,2,none,792,battle creek,mi,595
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",792,grandview,mo,545
NA,1,0,none,793,hollywood,ca,3567
NA,1,1,none,793,dallas,tx,1333
"dishwasher,parking,pool",1,1,none,793,austin,tx,959
"ac,dishwasher,fireplace,gym,parking,washer dryer",1,2,"cats,dogs",793,longview,tx,760
"dishwasher,elevator,parking,refrigerator",1,1,"cats,dogs",794,detroit,mi,2990
"dishwasher,patio/deck,refrigerator,view",1,1,"cats,dogs",794,vancouver,wa,1999
NA,1,2,none,794,san antonio,tx,1796
"clubhouse,dishwasher,garbage disposal,golf,hot tub,internet access,patio/deck,playground,pool,refrigerator,wood floors",1,1,"cats,dogs",794,denver,co,1530
"clubhouse,gym,hot tub,pool,washer dryer",1,1,none,794,denver,co,1430
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,gated,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",794,macon,ga,1070
NA,1,1,none,794,pittsburgh,pa,1018
"cable or satellite,clubhouse,elevator,garbage disposal,parking,patio/deck,playground,pool,refrigerator,storage",1,1,"cats,dogs",794,bloomington,mn,995
"dishwasher,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",795,los angeles,ca,2470
NA,2,2,"cats,dogs",795,seattle,wa,2050
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",795,madison,wi,1370
NA,1,1,cats,795,dallas,tx,1355
patio/deck,1,2,"cats,dogs",795,glen burnie,md,1217
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,gated,parking,patio/deck,pool,refrigerator,storage",1,1,"cats,dogs",795,baton rouge,la,1100
"clubhouse,dishwasher,parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",795,columbus,in,1010
"gym,parking,storage",1,1,none,795,arlington,tx,1007
dishwasher,1,1,none,795,san antonio,tx,999
"cable or satellite,dishwasher,garbage disposal,internet access,patio/deck,pool,refrigerator",1,2,"cats,dogs",795,port arthur,tx,750
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,"cats,dogs",796,austin,tx,1775
"hot tub,pool",1,1,"cats,dogs",796,denver,co,1463
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,pool,refrigerator",1,1,"cats,dogs",796,macon,ga,1440
"parking,pool,storage,tennis",1,1,"cats,dogs",796,cherry hill,nj,1395
"clubhouse,washer dryer",2,2,none,796,austin,tx,1330
"ac,cable or satellite,clubhouse,dishwasher,gated,gym,internet access,parking,patio/deck,pool,refrigerator,storage,washer dryer,wood floors",1,1,"cats,dogs",796,dallas,tx,1205
"parking,refrigerator,storage",1,2,none,796,madison,wi,1115
"fireplace,gated,gym,internet access,parking,patio/deck,pool,storage,tv,washer dryer",1,1,none,796,las vegas,nv,1060
"pool,refrigerator",1,2,"cats,dogs",796,baltimore,md,945
dishwasher,1,1,none,796,san antonio,tx,894
NA,1,1,none,797,fort lee,nj,2914
"gym,parking,storage",1,1,none,797,rockville,md,1610
"gated,pool,wood floors",1,1,"cats,dogs",797,bowie,md,1522
"fireplace,parking,playground,pool,storage,tennis,washer dryer",1,1,"cats,dogs",797,windermere,fl,1483
"ac,cable or satellite,clubhouse,gym,pool,washer dryer,wood floors",1,1,none,797,dallas,tx,1380
"dishwasher,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",797,chapel hill,nc,1346
NA,1,1,"cats,dogs",797,marietta,ga,1247
NA,1,1,"cats,dogs",797,marietta,ga,1202
"gated,pool",1,1,none,797,round rock,tx,1003
"cable or satellite,clubhouse,dishwasher,garbage disposal,patio/deck,refrigerator,storage",1,1,"cats,dogs",797,indianapolis,in,980
"gym,parking,pool",1,1,none,797,edmond,ok,940
"gym,parking,pool",1,1,none,797,edmond,ok,890
"gym,parking,pool",1,1,none,797,edmond,ok,880
"cable or satellite,clubhouse,dishwasher,garbage disposal,gated,internet access,parking,pool,refrigerator",1,1,"cats,dogs",797,baton rouge,la,825
"gym,patio/deck,pool",1,1,none,798,princeton,nj,2355
NA,1,1,"cats,dogs",798,santa rosa,ca,2095
"dishwasher,elevator,parking,pool,refrigerator",1,1,none,798,nashville,tn,1955
NA,1,1,none,798,winston salem,nc,1240
"cable or satellite,garbage disposal,parking,patio/deck,playground,pool,refrigerator,storage,view",1,1,"cats,dogs",798,burnsville,mn,935
"gym,hot tub,pool",1,1,cats,798,houston,tx,845
"cable or satellite,dishwasher,parking,refrigerator",1,2,"cats,dogs",798,champaign,il,750
NA,1,1,"cats,dogs",799,dallas,tx,1299
"clubhouse,dishwasher,garbage disposal,parking,pool,refrigerator,storage",1,1,"cats,dogs",799,prairie village,ks,1064
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,1,"cats,dogs",799,saint george,ut,1039
NA,1,1,"cats,dogs",800,san diego,ca,2875
NA,1.5,1,"cats,dogs",800,los angeles,ca,2700
"ac,dishwasher,elevator,gated,gym,internet access,parking,patio/deck,pool,refrigerator,tv,washer dryer",1,1,none,800,los angeles,ca,2655
NA,1,1,none,800,oakland,ca,2600
NA,1,1,"cats,dogs",800,null,null,2560
"doorman,wood floors",1,1,"cats,dogs",800,jersey city,nj,2550
NA,1,1,none,800,port chester,ny,2300
"ac,gated,gym,internet access,pool,wood floors",1,1,none,800,los angeles,ca,2221
"dishwasher,pool,refrigerator",1,1,"cats,dogs",800,arlington,va,2205
"parking,refrigerator",1,2,none,800,san jose,ca,2195
"ac,cable or satellite,dishwasher,parking,playground,pool,washer dryer",1,2,"cats,dogs",800,westfield,nj,2105
NA,2,2,none,800,charleston,sc,2000
NA,1.5,2,"cats,dogs",800,san diego,ca,1995
NA,1,1,none,800,minneapolis,mn,1995
NA,1,1,"cats,dogs",800,null,null,1995
NA,1.5,2,"cats,dogs",800,valley village,ca,1975
NA,1,2,"cats,dogs",800,valley village,ca,1975
NA,1,2,"cats,dogs",800,san diego,ca,1950
"parking,pool",1,1,"cats,dogs",800,bellevue,wa,1918
"ac,parking,storage,wood floors",1.5,2,none,800,arcadia,ca,1900
"ac,clubhouse,dishwasher,gym,parking,playground,pool",1,2,none,800,neptune city,nj,1885
"ac,gated,gym,internet access,pool,wood floors",1,1,none,800,los angeles,ca,1825
"dishwasher,refrigerator",1,1,"cats,dogs",800,seattle,wa,1795
"parking,refrigerator",1,1,none,800,inglewood,ca,1795
NA,1,2,"cats,dogs",800,portland,or,1795
"dishwasher,elevator,parking,pool,refrigerator",1,1,"cats,dogs",800,woodland hills,ca,1785
NA,1.5,1,none,800,philadelphia,pa,1750
"dishwasher,elevator,garbage disposal,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",800,minneapolis,mn,1750
NA,1.5,2,none,800,bryn mawr,pa,1750
NA,1,1,none,800,framingham,ma,1719
NA,1,2,"cats,dogs",800,philadelphia,pa,1700
NA,1,1,"cats,dogs",800,atlanta,ga,1699
"clubhouse,dishwasher,elevator,garbage disposal,parking,patio/deck,refrigerator",1,1,"cats,dogs",800,minneapolis,mn,1695
NA,1,2,"cats,dogs",800,la mesa,ca,1675
"pool,storage",1,1,none,800,bellevue,wa,1657
"ac,parking,storage",1,2,"cats,dogs",800,winooski,vt,1600
"elevator,washer dryer,wood floors",1,1,none,800,jersey city,nj,1600
"parking,playground",1,2,none,800,denver,co,1599
NA,1,1,none,800,elizabeth,nj,1595
patio/deck,1,2,"cats,dogs",800,chicago,il,1595
NA,1,2,cats,800,kenmore,wa,1585
NA,2,2,none,800,baltimore,md,1575
NA,1,1,none,800,spring lake,nj,1555
"dishwasher,patio/deck",1,2,none,800,madison,wi,1550
parking,1,2,none,800,whittier,ca,1550
dishwasher,1,2,"cats,dogs",800,chicago,il,1486
"cable or satellite,dishwasher,garbage disposal,parking,patio/deck,refrigerator,storage",1,2,cats,800,madison,wi,1470
NA,1,2,"cats,dogs",800,hyattsville,md,1465
NA,1,2,"cats,dogs",800,salt lake city,ut,1450
playground,1,1,"cats,dogs",800,frederick,md,1427
NA,1,2,"cats,dogs",800,atlanta,ga,1425
NA,1,1,cats,800,philadelphia,pa,1400
NA,1,1,"cats,dogs",800,raleigh,nc,1400
"gym,parking,pool,washer dryer",1,1,"cats,dogs",800,ellicott city,md,1375
NA,1,1,none,800,minneapolis,mn,1365
NA,1,2,"cats,dogs",800,decatur,ga,1365
"gym,parking,patio/deck,pool",1,1,none,800,mansfield,tx,1360
NA,1,1,"cats,dogs",800,rotterdam,ny,1350
"parking,storage,view",1,1,"cats,dogs",800,denver,co,1314
NA,1,2,"cats,dogs",800,austin,tx,1300
storage,1,1,none,800,trenton,nj,1300
NA,2,1,none,800,saint paul,mn,1295
NA,1,2,"cats,dogs",800,phoenix,az,1269
NA,1,2,none,800,sarasota,fl,1264
"dishwasher,parking,patio/deck,pool",1,1,"cats,dogs",800,minnetonka,mn,1250
"parking,pool,refrigerator",1,1,none,800,fort lauderdale,fl,1250
"parking,patio/deck,storage,washer dryer,wood floors",1,2,"cats,dogs",800,taunton,ma,1250
NA,1,1,none,800,pasadena,md,1245
NA,1,1,none,800,chicago,il,1225
"dishwasher,parking,patio/deck,pool,refrigerator,storage",1,1,"cats,dogs",800,ann arbor,mi,1219
"dishwasher,hot tub,patio/deck,pool,refrigerator",1,1,"cats,dogs",800,orlando,fl,1199
NA,1,2,"cats,dogs",800,portland,or,1195
"clubhouse,fireplace,gym,patio/deck,playground,pool",2.5,2,"cats,dogs",800,cary,nc,1194
"ac,parking,playground",1,1,none,800,suitland,md,1185
"clubhouse,fireplace,gym,patio/deck,pool,tennis",1,1,"cats,dogs",800,marietta,ga,1185
"cable or satellite,parking,refrigerator",1,0,none,800,providence,ri,1150
"basketball,cable or satellite,clubhouse,dishwasher,garbage disposal,gated,hot tub,internet access,playground,pool,refrigerator,storage,tennis",1,1,"cats,dogs",800,gainesville,fl,1139
"refrigerator,storage",1,1,"cats,dogs",800,madison,wi,1125
NA,1,2,none,800,lakewood,co,1100
NA,1,2,none,800,olympia,wa,1100
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,playground,pool,refrigerator,storage",1,1,"cats,dogs",800,eagan,mn,1070
"dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",800,sun prairie,wi,1065
NA,1,1,cats,800,homewood,il,1050
